Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,TSLA,Consumer Cyclical,2749.6,83.3,3.0,7.8,1.1,1.4,6.8,14.3,11.8,2.9,357.0,809.3,3311.1,-43.2,1.2,2386.1,528.6,2833.7,3.0,3.0,6.0,21.0,-10,0.8
2,NVDA,Technology,2302.0,77.1,1.1,6.1,21.7,32.5,36.1,99.7,321.0,551.4,1353.3,6026.6,2987.1,-9.8,1.2,2599.2,557.5,2386.0,5.0,5.0,5.0,20.0,-10,1.0
3,BTC-USD,Unknown,7871.8,87.2,1.3,0.9,4.1,14.2,33.9,89.2,180.4,215.4,603.7,7319.4,9031.1,-11.0,1.2,7791.1,1733.7,7954.4,1.0,1.0,4.0,11.0,0,5.6
4,AMD,Technology,862.6,48.6,-2.4,10.3,30.4,42.9,28.3,11.9,24.5,23.9,114.6,1296.3,1807.9,-32.5,1.2,2158.0,1113.3,946.6,7.0,7.0,7.0,14.0,10,19.8
5,AVGO,Technology,194.8,95.7,7.4,5.2,16.0,30.7,48.8,96.6,183.6,303.0,473.0,827.7,204.1,-10.1,1.2,117.6,19.1,278.8,15.0,16.0,35.0,55.0,-10,25.2
6,ETN,Industrials,129.1,81.0,-13.6,-4.3,0.8,7.3,4.2,5.9,25.7,58.9,104.6,154.5,164.8,-22.7,1.2,156.4,39.2,213.1,21.0,21.0,27.0,49.0,-5,28.4
7,LLY,Healthcare,116.8,38.7,-6.7,-21.5,-23.9,-30.3,-33.5,-34.9,-17.2,45.7,115.6,247.0,326.2,-15.2,1.2,589.5,268.7,200.9,23.0,23.0,10.0,26.0,10,31.6
8,COST,Consumer Defensive,228.0,87.0,2.7,-0.7,-8.3,-10.4,-6.3,4.9,15.3,38.9,72.4,157.5,263.2,-7.0,1.1,222.7,47.0,312.0,12.0,14.0,21.0,48.0,4,32.6
9,DOGE-USD,Unknown,6241.3,43.1,2.5,26.3,21.8,18.5,33.6,77.2,101.4,791.4,3154.1,3555.8,14539.2,-31.9,1.6,10187.7,3615.7,6307.7,2.0,2.0,2.0,7.0,30,34.0
10,MSFT,Technology,67.1,37.7,-0.6,0.5,6.6,11.6,10.8,7.3,16.1,25.4,67.7,238.6,196.5,-11.1,1.2,186.6,117.0,166.7,27.5,30.5,23.5,35.5,10,40.5
11,MSFT,Technology,67.1,37.7,-0.6,0.5,6.6,11.6,10.8,7.3,16.1,25.4,67.7,238.6,196.5,-11.1,1.2,186.6,117.0,166.7,27.5,30.5,23.5,35.5,10,40.5
12,SOL-USD,Unknown,2704.7,33.0,0.2,8.1,6.7,7.1,1.4,97.4,283.3,1052.0,0.0,0.0,8255.5,-24.9,1.2,10008.4,4946.7,2704.7,4.0,4.0,3.0,3.0,40,43.4
13,MSTR,Technology,1284.8,65.2,1.3,0.3,-2.7,10.3,50.3,275.9,642.9,792.2,1325.9,1594.1,1999.3,-51.2,1.4,1236.0,173.9,1368.8,6.0,6.0,9.0,30.0,33,49.2
14,NFLX,Communication Services,192.3,77.5,-0.2,-2.7,-5.6,3.2,25.1,64.0,121.0,123.1,126.0,331.9,249.1,-3.6,1.5,168.9,35.3,276.3,16.0,17.0,26.0,51.0,18,50.2
15,XRP-USD,Unknown,554.7,60.9,1.9,25.3,35.6,36.0,167.3,307.4,408.5,445.9,588.9,571.6,952.2,-63.5,2.0,511.2,104.3,637.3,9.0,9.0,12.0,37.0,30,50.8
