Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,2272.4,76.5,0.4,8.9,27.6,34.1,31.5,97.8,320.4,540.8,1308.1,5757.9,2972.5,-10.6,1.2,2574.7,551.4,2372.1,5.0,5.0,5.0,15.0,-10,-1.0
2,BTC-USD,Unknown,7970.1,88.4,-0.6,8.5,8.4,14.0,37.2,99.3,190.8,232.9,615.6,7312.7,9014.3,-11.5,1.2,6872.9,1390.0,8068.9,1.0,1.0,4.0,10.0,0,5.2
3,AMD,Technology,861.0,49.0,3.2,15.2,42.7,42.9,24.4,7.5,19.9,18.9,114.7,1251.5,1791.0,-31.6,1.2,2122.0,1086.1,960.6,7.0,7.0,7.0,12.0,10,19.0
4,ETN,Industrials,146.0,97.3,5.3,8.6,14.6,19.4,14.4,18.2,41.9,78.9,129.4,185.0,150.6,-18.6,1.2,115.3,22.2,245.6,19.0,22.0,32.0,47.0,-10,23.4
5,TSLA,Consumer Cyclical,2789.7,84.9,-3.9,-3.1,-4.8,-8.4,3.0,7.8,4.6,-1.6,354.3,773.6,3296.9,-60.2,1.2,2302.4,497.7,2889.3,4.0,4.0,6.0,17.0,16,25.6
6,DOGE-USD,Unknown,6486.3,44.3,-1.5,42.0,22.4,5.7,31.9,78.0,99.6,872.6,3106.3,3479.9,14675.3,-31.7,1.6,9832.1,3402.4,6563.7,2.0,2.0,2.0,5.0,30,33.2
7,AVGO,Technology,171.1,91.0,-0.1,5.7,20.9,30.9,47.2,92.8,179.5,293.6,454.7,783.9,190.0,-19.8,1.2,106.0,17.5,270.8,17.0,18.0,33.0,49.0,0,33.2
8,LLY,Healthcare,149.6,52.2,-0.3,-0.2,-8.1,-7.8,-12.2,-6.9,18.9,106.8,206.7,384.8,311.6,-27.3,1.2,413.4,149.0,249.3,18.0,21.0,13.0,29.0,17,39.0
9,AAPL,Technology,192.5,65.0,0.6,0.6,-7.2,-11.1,-14.9,-16.3,-17.4,-11.3,39.8,156.0,307.5,-20.9,1.1,367.9,135.5,292.1,15.0,16.0,18.0,30.0,20,41.8
10,SOL-USD,Unknown,2911.7,35.5,1.3,22.2,11.3,6.2,4.5,133.2,312.6,1467.8,0.0,0.0,8255.5,-24.9,1.2,9367.8,4362.1,2911.7,3.0,3.0,3.0,4.0,40,43.4
11,CAT,Industrials,81.1,71.6,7.2,9.9,18.9,15.2,11.6,12.8,23.5,41.7,61.0,102.9,120.5,-18.2,1.3,105.7,31.4,180.8,25.0,28.0,34.0,42.0,10,44.2
12,NFLX,Communication Services,176.9,77.6,-2.4,-11.9,-10.2,3.2,27.3,64.9,125.1,116.8,119.8,320.7,229.0,-3.3,1.6,147.9,29.3,276.5,16.0,17.0,29.0,43.0,18,47.6
13,MSTR,Technology,1291.6,66.2,-2.6,2.7,-1.5,13.1,62.3,313.5,707.0,870.6,1400.3,1656.0,1984.7,-66.9,1.4,1158.3,152.6,1391.2,6.0,6.0,9.0,28.0,33,48.4
14,XRP-USD,Unknown,569.1,62.2,-6.0,42.3,35.1,27.1,188.9,303.3,409.7,449.0,568.2,553.1,950.8,-59.2,2.1,499.3,102.4,646.6,9.0,9.0,11.0,33.0,30,49.0
15,MSFT,Technology,67.7,38.0,-0.4,0.5,6.7,12.3,11.2,7.3,16.6,25.8,68.0,239.7,196.5,-11.1,1.2,185.1,115.7,167.3,29.5,29.5,23.0,32.0,20,49.2
16,COST,Consumer Defensive,202.0,82.1,-1.9,-9.0,-16.8,-15.0,-10.5,0.4,9.0,32.1,64.0,141.9,249.1,-14.0,1.1,216.6,48.3,301.7,14.0,15.0,22.0,40.0,24,50.2
17,ETH-USD,Unknown,551.7,33.0,1.4,49.4,68.0,48.9,34.0,32.2,47.2,109.6,592.6,579.4,1807.5,-67.9,1.3,1290.0,825.7,629.2,10.0,10.0,8.0,13.0,40,50.8
18,AMZN,Consumer Cyclical,10.2,5.6,1.0,3.2,5.2,1.1,5.3,11.3,26.1,10.9,16.0,139.8,182.3,-0.0,1.5,441.5,668.7,109.8,44.0,45.0,12.0,14.0,30,55.8
19,MELI,Consumer Cyclical,109.5,22.1,-0.8,-10.1,-11.4,2.5,7.8,18.1,37.9,32.0,103.4,452.2,587.2,-25.7,1.2,510.4,345.1,209.2,24.0,27.0,10.0,19.0,38,57.8
20,AMAT,Technology,47.2,25.7,-1.7,-2.6,6.5,6.2,-3.7,-12.7,-3.4,6.6,58.3,167.9,253.7,-24.1,1.5,378.3,305.6,146.9,33.0,33.0,16.0,20.0,34,58.4
21,QQQ,Unknown,21.4,37.9,-1.1,0.5,2.5,3.1,4.2,5.3,13.2,13.6,32.2,80.1,69.0,-7.6,1.2,57.4,35.3,120.3,39.0,39.0,39.0,41.0,20,59.8
22,VST,Utilities,265.8,80.0,1.9,2.2,21.0,21.1,56.3,194.4,352.2,546.3,568.9,627.5,350.7,-74.6,1.3,170.3,9.4,359.7,11.0,13.0,25.0,51.0,30,60.2
23,WMT,Consumer Defensive,66.6,69.0,2.8,-4.1,-10.2,-7.9,1.4,20.1,28.6,36.5,42.3,63.5,108.4,-26.4,1.4,59.4,10.1,166.3,31.0,31.0,38.0,50.0,21,61.0
24,GS,Financial Services,67.7,92.2,-0.5,2.1,12.4,11.4,20.1,41.2,46.4,62.8,83.2,82.0,77.1,-42.8,1.2,37.3,4.7,167.3,29.5,29.5,43.0,52.0,20,61.2
25,PANW,Technology,44.5,45.5,0.2,-2.7,-2.6,0.6,2.8,8.0,28.7,84.0,161.0,287.3,146.5,-40.8,1.4,177.4,78.7,144.1,35.0,35.0,24.0,36.0,28,61.2
26,ENPH,Technology,609.7,8.1,-1.1,-14.1,-28.1,-38.9,-57.2,-79.5,-100.4,-113.2,-50.3,445.4,8462.4,-82.2,1.4,29483.2,47247.7,709.3,8.0,8.0,1.0,1.0,60,63.8
27,AVAV,Industrials,136.7,65.2,-1.1,8.2,44.1,57.3,45.1,64.8,90.9,116.8,137.6,294.8,243.3,-62.7,1.3,95.4,17.6,236.3,21.0,24.0,35.0,48.0,30,65.2
28,LIN,Basic Materials,3.1,17.0,0.5,-2.9,-7.1,-5.4,-7.5,-13.1,-12.5,-4.3,8.9,38.5,67.4,-10.1,1.3,234.7,214.0,102.8,46.0,48.0,20.0,25.0,35,67.8
