Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_50p_Score,Y3_Premium_100p_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score,Beat_Score_50p,Beat_Score_100p
1,AMD,Semiconductors,2368.4,93.8,2.0,1.3,5.2,51.8,92.2,139.9,230.4,298.5,441.2,2368.4,2526.1,-27.9,1.4,941.0,158.7,2515.5,5.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,0,11.299999999999983,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,5.0,5.0,5.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,111111111,111101011,195.8,190.0,155.6,155.6,155.6,155.6,7.0,9.0,1.0,541.4,541.4,541.4
2,AXON,Public Safety Technology,718.8,58.5,3.3,4.0,17.7,29.5,20.4,-1.2,30.4,104.6,207.7,718.8,1246.3,-25.7,1.5,1313.3,541.6,866.0,29.0,29.0,31.0,31.0,0.0,0.0,2.0,2.0,12,-602.8000000000001,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,29.0,29.0,31.0,31.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,111101111,111111111,206.9,150.0,200.0,177.8,177.8,133.3,8.0,9.0,1.0,534.7,534.7,490.2
3,NVDA,Semiconductors,3292.0,80.6,-1.0,-1.8,-6.8,-5.7,-4.8,-5.1,65.9,346.1,906.0,3292.0,4013.4,-12.1,1.1,3779.9,966.9,3439.2,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0,31.399999999999977,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,,000001111,101111111,151.3,218.0,177.8,155.6,155.6,133.3,7.0,9.0,1.0,524.9,524.9,502.6
4,BTC-USD,Cryptocurrency,1559.3,44.3,3.3,6.4,-1.2,-11.3,-17.4,-34.8,-30.2,-6.6,75.0,1559.3,3326.6,-9.6,1.3,5377.4,2833.3,1706.4,10.0,10.0,10.0,10.0,0.0,0.0,4.0,4.0,13,-371.39999999999964,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,10.0,10.0,10.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,4.0,,,,,,,100000011,111110111,140.2,190.0,177.8,177.8,177.8,155.6,8.0,9.0,1.0,508.0,508.0,485.8
5,ANET,Networking Equipment,841.5,93.3,4.4,3.2,2.9,6.5,11.7,15.2,68.7,197.0,398.8,841.5,904.1,-19.6,1.2,665.7,138.8,988.7,21.0,21.0,23.0,23.0,0.0,0.0,5.0,5.0,6,-14.399999999999977,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,21.0,21.0,23.0,23.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,5.0,,,,,,,111111111,100111111,195.8,150.0,155.6,155.6,155.6,111.1,7.0,9.0,1.0,501.4,501.4,456.9
6,BNB-USD,Cryptocurrency,1924.2,34.3,2.3,6.0,-4.0,-8.9,-17.8,-30.7,-12.4,-15.4,588.0,1924.2,5605.5,-25.2,1.3,8031.5,4683.8,2036.7,8.0,8.0,8.0,8.0,0.0,0.0,6.0,6.0,2,-328.0,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,8.0,8.0,8.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,6.0,,,,,,,100000011,--0111111,135.0,190.0,171.4,171.4,171.4,171.4,6.0,7.0,1.0,496.4,496.4,496.4
7,FTNT,Cybersecurity Software,619.2,100.0,0.0,1.4,6.3,45.4,66.2,67.4,72.3,76.8,180.3,619.2,619.5,-20.2,1.4,310.9,69.8,766.3,34.0,34.0,35.0,35.0,0.0,0.0,7.0,7.0,-2,0.20000000000000284,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,34.0,34.0,35.0,35.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,7.0,,,,,,,111111111,111111101,206.9,110.0,177.8,177.8,177.8,111.1,8.0,9.0,1.0,494.7,494.7,428.0
8,TRX-USD,Cryptocurrency,780.8,11.9,0.5,3.1,-0.0,-3.5,0.7,-3.6,64.8,149.1,455.5,780.8,6637.4,-26.9,1.2,6472.0,4424.3,893.3,28.0,28.0,27.0,27.0,0.0,0.0,8.0,8.0,-1,13.900000000000546,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,28.0,28.0,27.0,27.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,8.0,,,,,,,100101111,--0111111,168.4,150.0,171.4,171.4,171.4,171.4,6.0,7.0,1.0,489.8,489.8,489.8
9,VRT,Electrical Equipment & Parts,1438.5,81.5,1.9,1.5,0.5,0.5,23.8,57.4,258.1,901.3,1246.6,1438.5,1741.3,-60.9,1.2,998.7,194.1,1540.0,11.0,11.0,11.0,11.0,0.0,0.0,9.0,9.0,4,19.099999999999994,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,11.0,11.0,11.0,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,9.0,,,,,,,111111111,---101111,198.3,150.0,166.7,133.3,133.3,133.3,4.0,6.0,1.0,481.6,481.6,481.6
10,HWM,Aerospace & Defense,787.9,96.5,4.3,3.2,6.4,6.6,10.6,20.7,156.2,336.4,570.8,787.9,783.4,-54.6,1.1,569.4,87.1,918.0,26.0,26.0,26.0,26.0,0.0,0.0,10.0,10.0,0,0.7999999999999972,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,26.0,26.0,26.0,26.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,,111111111,-01111111,204.5,150.0,175.0,125.0,125.0,75.0,5.0,8.0,1.0,479.5,479.5,429.5
