Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_50p_Score,Y3_Premium_100p_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score,Beat_Score_50p,Beat_Score_100p
1,NVDA,Semiconductors,3506.6,85.9,-1.5,-1.2,-1.1,0.4,1.5,1.4,78.2,376.8,972.3,3506.6,4013.4,-12.1,1.1,3576.4,844.3,3653.6,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,-105.0,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,001111111,101111111,184.7,218.0,177.8,155.6,155.6,133.3,7.0,9.0,1.0,558.3,558.3,536.0
2,AMD,Semiconductors,2126.4,84.3,-10.6,-9.7,-4.4,37.4,73.9,116.8,196.6,256.2,383.1,2126.4,2526.1,-27.9,1.4,1094.8,205.3,2273.4,4.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,1,16.700000000000017,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,4.0,4.0,4.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,001111111,111101011,173.6,190.0,155.6,155.6,155.6,155.6,7.0,9.0,1.0,519.2,519.2,519.2
3,BTC-USD,Cryptocurrency,1557.6,44.2,0.0,0.6,-1.3,-11.3,-17.4,-34.8,-30.2,-6.7,74.8,1557.6,3326.6,-9.6,1.3,5347.4,2852.6,1704.6,8.0,8.0,9.0,9.0,0.0,0.0,3.0,3.0,1,-46.5,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,8.0,8.0,9.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,,100000011,111110111,140.2,190.0,177.8,177.8,177.8,155.6,8.0,9.0,1.0,508.0,508.0,485.8
4,BNB-USD,Cryptocurrency,1880.1,33.6,0.1,0.6,-5.9,-10.8,-19.5,-32.2,-14.9,-18.3,572.1,1880.1,5605.5,-25.2,1.3,8161.2,4848.2,1992.5,6.0,6.0,6.0,6.0,0.0,0.0,4.0,4.0,2,36.19999999999982,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,6.0,6.0,6.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,4.0,,,,,,,100000011,--0111111,135.0,190.0,171.4,171.4,171.4,171.4,6.0,7.0,1.0,496.4,496.4,496.4
5,FTNT,Cybersecurity Software,611.0,95.2,0.5,2.6,5.4,44.1,64.6,65.7,70.4,74.6,176.9,611.0,643.2,-20.2,1.4,331.6,78.9,757.9,28.0,28.0,29.0,29.0,0.0,0.0,5.0,5.0,2,3.8000000000000114,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,28.0,28.0,29.0,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,5.0,,,,,,,111111111,111111101,206.9,110.0,177.8,177.8,177.8,111.1,8.0,9.0,1.0,494.7,494.7,428.0
6,ANET,Networking Equipment,812.1,87.9,-12.1,-9.3,0.1,3.5,8.6,11.9,63.2,187.4,383.0,812.1,926.6,-19.6,1.2,718.2,161.0,959.0,18.0,18.0,18.0,18.0,0.0,0.0,6.0,6.0,2,4.800000000000011,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,18.0,18.0,18.0,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,6.0,,,,,,,011111111,100111111,184.7,150.0,155.6,155.6,155.6,111.1,7.0,9.0,1.0,490.3,490.3,445.8
7,AXON,Public Safety Technology,593.9,48.7,-2.8,-3.7,2.6,12.2,4.1,-15.3,9.0,70.5,156.7,593.9,1246.3,-25.7,1.5,1571.6,758.3,740.9,29.0,29.0,30.0,30.0,0.0,0.0,7.0,7.0,-6,254.59999999999997,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,29.0,29.0,30.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,7.0,,,,,,,011101111,111111111,195.8,110.0,200.0,177.8,177.8,133.3,8.0,9.0,1.0,483.6,483.6,439.1
8,HWM,Aerospace & Defense,763.4,93.7,0.3,0.7,3.9,4.0,7.9,17.6,149.2,324.5,552.6,763.4,783.4,-54.6,1.1,595.5,95.5,893.4,20.0,20.0,21.0,21.0,0.0,0.0,8.0,8.0,2,6.200000000000003,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,20.0,20.0,21.0,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,8.0,,,,,,,111111111,-01111111,204.5,150.0,175.0,125.0,125.0,75.0,5.0,8.0,1.0,479.5,479.5,429.5
9,LLY,Pharmaceuticals,592.8,92.2,-1.9,-1.1,3.2,7.9,5.4,15.8,20.4,102.5,260.9,592.8,643.8,-21.4,1.2,498.4,122.5,739.8,30.0,30.0,31.0,31.0,0.0,0.0,9.0,9.0,0,20.799999999999997,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,30.0,30.0,31.0,31.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,9.0,,,,,,,011111111,111111111,206.9,110.0,200.0,155.6,155.6,111.1,7.0,9.0,1.0,472.5,472.5,428.0
10,PWR,Construction & Engineering,868.7,74.9,-4.0,-3.6,-8.3,-9.4,4.2,20.1,77.6,170.9,438.9,868.7,1124.7,-22.8,1.1,835.9,193.9,1015.6,16.0,16.0,16.0,16.0,0.0,0.0,10.0,10.0,2,22.5,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,16.0,16.0,16.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,,000111111,001111111,162.5,150.0,155.6,155.6,155.6,133.3,7.0,9.0,1.0,468.1,468.1,445.8
