Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,2244.8,75.6,3.4,12.2,30.9,30.6,30.4,97.1,315.1,534.5,1292.5,5687.7,2972.5,-10.6,1.2,2594.8,561.5,2341.9,5.0,5.0,5.0,16.0,-10,-0.6
2,BTC-USD,Unknown,7949.7,88.2,0.3,9.3,12.7,16.6,39.9,100.7,192.9,235.1,618.7,7368.2,9014.3,-11.6,1.1,7633.1,1654.2,8044.7,1.0,1.0,4.0,8.0,0,4.4
3,TSLA,Consumer Cyclical,2909.8,88.5,2.0,-1.4,5.9,-3.8,7.7,14.5,11.8,5.8,377.2,814.7,3296.9,-60.2,1.2,2198.1,450.8,3006.9,3.0,3.0,7.0,18.0,8,17.8
4,AMD,Technology,803.2,45.8,1.1,15.1,38.7,34.6,17.4,1.8,12.8,12.3,100.4,1171.3,1791.0,-31.6,1.2,2276.1,1219.8,900.3,7.0,7.0,6.0,10.0,10,18.0
5,ETN,Industrials,132.2,89.1,6.2,5.6,11.8,12.6,9.4,13.1,35.3,70.4,117.8,169.3,150.6,-18.6,1.2,125.6,27.3,229.3,21.0,23.0,32.0,45.0,-10,23.2
6,AVGO,Technology,173.0,91.9,1.9,8.1,25.2,28.2,46.8,93.1,179.0,292.5,453.2,779.8,190.0,-19.8,1.2,104.1,17.0,270.0,17.0,18.0,34.0,48.0,0,33.0
7,DOGE-USD,Unknown,5450.8,37.6,0.2,19.4,8.6,-10.0,13.5,51.2,67.6,730.9,2637.1,2936.5,14539.2,-31.9,1.6,11375.0,4335.5,5513.9,2.0,2.0,2.0,5.0,33,36.2
8,LLY,Healthcare,144.8,50.8,-5.6,-4.5,-13.3,-11.4,-17.0,-12.6,11.3,92.9,186.5,350.8,311.6,-27.3,1.2,425.6,155.5,241.8,19.0,21.0,12.0,28.0,17,38.6
9,AAPL,Technology,192.5,65.0,1.8,0.7,-6.4,-9.8,-14.0,-15.4,-16.4,-10.4,40.7,156.3,307.5,-20.9,1.1,368.4,135.4,289.6,15.0,16.0,14.0,30.0,20,41.0
10,MSTR,Technology,1356.4,69.4,-4.4,12.0,7.9,18.8,70.5,337.0,747.5,921.8,1481.4,1752.1,1984.7,-66.9,1.4,1090.0,135.6,1453.5,6.0,6.0,9.0,29.0,30,45.8
11,AMAT,Technology,52.5,27.6,-3.6,5.3,13.9,10.4,1.3,-7.0,3.1,14.1,68.7,184.4,253.7,-24.1,1.5,354.5,277.2,149.6,32.0,33.0,17.0,22.0,23,48.2
12,XRP-USD,Unknown,530.4,58.2,7.2,32.0,27.8,18.6,172.6,274.4,374.1,410.8,518.8,504.9,954.0,-58.7,2.1,533.1,117.9,593.6,9.0,9.0,10.0,33.0,30,48.8
13,NFLX,Communication Services,184.5,80.8,-1.8,-6.2,-3.1,11.8,34.8,74.7,138.1,130.4,134.7,346.8,229.0,-3.3,1.6,140.9,26.7,281.6,16.0,17.0,29.0,46.0,18,48.8
14,MSFT,Technology,68.4,38.3,1.2,1.2,8.3,13.1,11.5,8.1,17.2,26.3,68.5,239.2,196.5,-11.1,1.2,183.7,114.6,165.4,26.0,28.5,24.0,34.0,20,49.3
15,SOL-USD,Unknown,2630.2,32.1,0.7,10.2,5.3,-0.8,-2.9,107.6,273.9,1358.7,0.0,0.0,8255.5,-24.9,1.2,10414.5,5010.7,2630.2,4.0,4.0,3.0,4.0,46,49.8
16,COST,Consumer Defensive,206.1,83.7,-2.0,-7.9,-15.7,-12.1,-7.9,3.6,12.6,36.3,69.1,149.0,249.1,-14.0,1.1,211.6,46.0,303.2,14.0,15.0,22.0,41.0,24,50.6
17,ETH-USD,Unknown,462.9,28.2,2.2,27.0,49.3,28.5,15.9,12.5,25.1,80.2,488.4,476.3,1813.8,-67.4,1.3,1543.2,1051.1,526.0,10.0,10.0,8.0,13.0,40,50.8
18,CAT,Industrials,68.4,62.4,1.1,5.3,13.9,9.8,6.5,7.1,16.7,33.6,50.9,88.7,120.5,-18.2,1.3,121.2,41.2,165.5,25.0,28.5,33.0,42.0,20,54.1
19,AMZN,Consumer Cyclical,10.8,5.9,1.1,3.9,7.4,1.9,5.8,11.6,26.2,11.3,16.5,139.3,182.3,-0.0,1.5,423.3,637.5,107.9,44.0,45.0,13.0,14.0,30,56.0
20,MELI,Consumer Cyclical,112.9,22.6,-0.2,-7.0,-9.1,4.9,9.9,20.3,40.6,35.3,107.4,459.4,587.2,-25.7,1.2,497.6,335.8,209.9,23.0,24.0,11.0,20.0,38,57.6
21,VST,Utilities,268.2,80.6,-1.6,9.7,26.4,23.7,53.3,197.0,354.0,546.6,569.2,628.1,350.7,-74.6,1.3,161.5,7.9,359.3,11.0,13.0,27.0,51.0,30,60.6
22,GS,Financial Services,67.7,92.2,-4.8,1.4,10.8,9.1,17.8,37.7,42.5,57.9,77.5,75.6,77.1,-42.8,1.2,36.7,4.6,164.7,27.0,30.0,42.0,52.0,20,60.6
23,WMT,Consumer Defensive,64.3,67.3,-1.1,-5.5,-11.9,-7.6,1.0,19.0,27.4,35.0,40.6,61.2,108.4,-26.4,1.4,60.2,10.5,161.3,29.5,31.0,38.0,50.0,21,60.7
