Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,MRI,MRI_Signal,rate_vs,shares_vs,Close_vs,Dividend_vs,Dividend
2016-01-04,13.970000267028809,13.869999885559082,14.0,13.75,13.970000267028809,38618500.0,999.0081299810411,0,7.138111021995655,991.8700189590454,71,0.0,1000,"cash_1%_Buy 100% of cash (71 shares - DCA Strategy) Monthly invest 100.0% of total investment ($1,000.00)",0.0,0.0,0.0,0.0,0.0,0.0,13.970000267028809,0.0,F,0.6,Hold,0.0,0,184.3099975585937,0.0,0.0
2016-01-05,13.720000267028809,13.970000267028809,14.0,13.510000228881836,13.720000267028809,50267500.0,981.2581299810411,0,7.138111021995655,974.1200189590454,71,-1.7749999999999932,1000,,0.0,0.0,0.0,0.0,0.0,0.0,13.970000267028809,-0.1144,F,0.7,Hold,0.165000915527369,0,184.63999938964844,0.0,0.0
2016-01-06,13.109999656677246,13.5600004196167,13.5600004196167,13.050000190734863,13.109999656677246,61285500.0,937.9480866460801,0,7.138111021995655,930.8099756240845,71,-6.106004333496095,1000,,0.0,0.0,0.0,0.0,0.0,0.0,13.970000267028809,-0.461,F,0.6,Hold,-1.0049972534179386,0,182.3000030517578,0.0,0.0
2016-01-07,12.699999809265137,12.899999618530272,13.039999961853027,12.600000381469728,12.699999809265137,57846700.0,908.8380974798204,0,7.138111021995655,901.6999864578247,71,-9.017003250122068,1000,,0.0,0.0,0.0,0.0,0.0,0.0,13.970000267028809,-0.8468,F,0.6,Hold,-3.2249984741210658,0,177.86000061035156,0.0,0.0
2016-01-08,12.539999961853027,13.050000190734863,13.100000381469728,12.5,12.539999961853027,46199400.0,897.4781083135606,0,7.138111021995655,890.3399972915649,71,-10.153002166748049,1000,,0.0,13.208,0.0,0.0,0.0,0.0,13.970000267028809,-1.1221,F,0.6,Hold,-4.1699981689452885,0,175.97000122070312,0.0,0.0
2016-01-09,12.539999961853027,13.050000190734863,13.100000381469728,12.5,12.539999961853027,46199400.0,897.4781083135606,0,7.138111021995655,890.3399972915649,71,-10.153002166748049,1000,,0.0,12.922,0.0,0.0,0.0,0.0,13.970000267028809,-1.2359,F,0.6,Hold,-4.1699981689452885,0,175.97000122070312,0.0,0.0
2016-01-10,12.539999961853027,13.050000190734863,13.100000381469728,12.5,12.539999961853027,46199400.0,897.4781083135606,0,7.138111021995655,890.3399972915649,71,-10.153002166748049,1000,,0.0,12.686,0.0,0.0,0.0,0.0,13.970000267028809,-1.2386,F,0.6,Hold,-4.1699981689452885,0,175.97000122070312,0.0,0.0
2016-01-11,12.770000457763672,12.800000190734863,12.81999969482422,12.550000190734863,12.770000457763672,41269100.0,913.8081435232164,0,7.138111021995655,906.6700325012207,71,-8.519998645782467,1000,,0.0,12.618,0.0,0.0,0.0,0.0,13.970000267028809,-1.0561,F,0.6,Hold,-4.15999603271482,0,175.99000549316406,0.0,0.0
2016-01-12,12.850000381469728,13.029999732971191,13.039999961853027,12.579999923706056,12.850000381469728,50983700.0,919.4881381063464,0,7.138111021995655,912.3500270843507,71,-7.951999187469472,1000,,0.0,12.648,0.0,0.0,0.0,0.0,13.970000267028809,-0.8352,F,0.6,Hold,-3.430000305175751,0,177.4499969482422,0.0,0.0
2016-01-13,12.199999809265137,12.729999542236328,12.84000015258789,12.0600004196167,12.199999809265137,102174700.0,873.3380974798204,0,7.138111021995655,866.1999864578247,71,-12.567003250122067,1000,,0.0,12.58,0.0,0.0,0.0,0.0,13.970000267028809,-0.9562,F,0.6,Hold,-5.599998474121072,0,173.11000061035156,0.0,0.0
